Customer ID: 7590-VHVEG, Churn Probability: 0.8182032476788748
Customer ID: 7617-EYGLW, Churn Probability: 0.5343024146954521
Customer ID: 9220-ZNKJI, Churn Probability: 0.14561533349402317
Customer ID: 2226-ICFDO, Churn Probability: 0.06350514053860873
Customer ID: 0723-VSOBE, Churn Probability: 0.2757375116352756
Customer ID: 5529-GIBVH, Churn Probability: 0.02728173955599444
Customer ID: 9992-UJOEL, Churn Probability: 0.7190236504215535
Customer ID: 4741-WWJQZ, Churn Probability: 0.8026795167836706
Customer ID: 6625-UTXEW, Churn Probability: 0.7623442766939825
Customer ID: 6244-BESBM, Churn Probability: 0.050855717346666246
Customer ID: 1004-NOZNR, Churn Probability: 0.08491140210489223
Customer ID: 1251-STYSZ, Churn Probability: 0.8217214580893725
Customer ID: 2612-PHGOX, Churn Probability: 0.08552407354275975
Customer ID: 8480-PPONV, Churn Probability: 0.036782180023233406
Customer ID: 8780-IHCRN, Churn Probability: 0.0038193507659096616
Customer ID: 4598-ZADCK, Churn Probability: 0.15526083851076986
Customer ID: 1257-SXUXQ, Churn Probability: 0.16818226846576534
Customer ID: 9681-KYGYB, Churn Probability: 0.5784047533174259
Customer ID: 7182-OVLBJ, Churn Probability: 0.07151613260351844
Customer ID: 5095-ETBRJ, Churn Probability: 0.035940327466201565
Customer ID: 7005-CYUIL, Churn Probability: 0.14912075606664135
Customer ID: 4821-WQOYN, Churn Probability: 0.003645976456726896
Customer ID: 4730-AWNAU, Churn Probability: 0.19817944334722754
Customer ID: 3452-FLHYD, Churn Probability: 0.20452465768279005
Customer ID: 2388-LAESQ, Churn Probability: 0.16607582315088318
Customer ID: 9531-NSBMR, Churn Probability: 0.12599135229012257
Customer ID: 6260-ONULR, Churn Probability: 0.823905161272454
Customer ID: 4389-UEFCZ, Churn Probability: 0.24614619282768246
Customer ID: 8711-LOBKY, Churn Probability: 0.004781399031396389
Customer ID: 8985-OOPOS, Churn Probability: 0.5076015810439237
Customer ID: 8800-ZKRFW, Churn Probability: 0.5348078456041658
Customer ID: 2616-FLVQC, Churn Probability: 0.013283633425476053
Customer ID: 9968-FFVVH, Churn Probability: 0.05696514423621774
Customer ID: 3108-PCCGG, Churn Probability: 0.05567581160225291
Customer ID: 8390-FESFV, Churn Probability: 0.07972456968605435
Customer ID: 3022-BEXHZ, Churn Probability: 0.06705519110971152
Customer ID: 6248-TKCQV, Churn Probability: 0.07282819947573506
Customer ID: 6729-GDNGC, Churn Probability: 0.7458509078133625
Customer ID: 6198-ZFIOJ, Churn Probability: 0.8211757811548756
Customer ID: 5989-OMNJE, Churn Probability: 0.42165226668467876
Customer ID: 1291-CUOCY, Churn Probability: 0.18042319303726384
Customer ID: 9795-SHUHB, Churn Probability: 0.03218712935068057
Customer ID: 3230-IUALN, Churn Probability: 0.13380406326360267
Customer ID: 0042-RLHYP, Churn Probability: 0.0034729805224899663
Customer ID: 4945-RVMTE, Churn Probability: 0.6141557688436955
Customer ID: 1866-NXPSP, Churn Probability: 0.21542220996013262
Customer ID: 3941-XTSKM, Churn Probability: 0.28565915509068757
Customer ID: 1661-CZBAU, Churn Probability: 0.17941824965133518
Customer ID: 5158-RIVOP, Churn Probability: 0.028539440075618767
Customer ID: 9788-YTFGE, Churn Probability: 0.47692783524142546
Customer ID: 9277-JOOMO, Churn Probability: 0.4396877252904763
Customer ID: 1907-YLNYW, Churn Probability: 0.7327876589542308
Customer ID: 8947-YRTDV, Churn Probability: 0.1384952053716381
Customer ID: 3161-ONRWK, Churn Probability: 0.10170440186538245
Customer ID: 0114-RSRRW, Churn Probability: 0.5090573745885368
Customer ID: 4565-NLZBV, Churn Probability: 0.019369519904902977
Customer ID: 6682-VCIXC, Churn Probability: 0.1810018032197549
Customer ID: 6475-VHUIZ, Churn Probability: 0.5552519172353146
Customer ID: 3910-MRQOY, Churn Probability: 0.012624764662736468
Customer ID: 0661-WCQNQ, Churn Probability: 0.25451112125315806
Customer ID: 7537-RBWEA, Churn Probability: 0.7489084289725296
Customer ID: 4656-CAURT, Churn Probability: 0.01211213419821944
Customer ID: 0121-SNYRK, Churn Probability: 0.09440509107492763
Customer ID: 3733-LSYCE, Churn Probability: 0.7305338365267683
Customer ID: 6265-FRMTQ, Churn Probability: 0.049401377634787635
Customer ID: 1371-DWPAZ, Churn Probability: 0.1979440269865353
Customer ID: 2017-CCBLH, Churn Probability: 0.11374946756721402
Customer ID: 7690-KPNCU, Churn Probability: 0.18199402848983398
Customer ID: 0536-BGFMZ, Churn Probability: 0.2578743879969241
Customer ID: 2293-IJWPS, Churn Probability: 0.511728246569903
Customer ID: 5469-NUJUR, Churn Probability: 0.10169763279490578
Customer ID: 2625-TRCZQ, Churn Probability: 0.5695091312064375
Customer ID: 4102-HLENU, Churn Probability: 0.03512104483757449
Customer ID: 7266-GSSJX, Churn Probability: 0.24096815864856733
Customer ID: 7722-VJRQD, Churn Probability: 0.038760269495849944
Customer ID: 7073-QETQY, Churn Probability: 0.0646794715504807
Customer ID: 5624-RYAMH, Churn Probability: 0.5483204079014083
Customer ID: 0196-JTUQI, Churn Probability: 0.7790010673413496
Customer ID: 7130-YXBRO, Churn Probability: 0.6582954677352004
Customer ID: 9272-LSVYH, Churn Probability: 0.7251141057738973
Customer ID: 3084-DOWLE, Churn Probability: 0.051281930959462055
Customer ID: 1084-MNSMJ, Churn Probability: 0.072307695104708
Customer ID: 4238-HFHSN, Churn Probability: 0.5924011921142129
Customer ID: 6250-CGGUN, Churn Probability: 0.19394979332686507
Customer ID: 5478-JJVZK, Churn Probability: 0.3851071826474173
Customer ID: 7596-IIWYC, Churn Probability: 0.08053215708555153
Customer ID: 9793-WECQC, Churn Probability: 0.7400863533859025
Customer ID: 4291-HPAXL, Churn Probability: 0.16304082200271863
Customer ID: 8999-YPYBV, Churn Probability: 0.12319217769242716
Customer ID: 1839-FBNFR, Churn Probability: 0.0157673620032316
Customer ID: 3071-MVJCD, Churn Probability: 0.03410892754293218
Customer ID: 1697-BCSHV, Churn Probability: 0.15076294919863117
Customer ID: 0562-KBDVM, Churn Probability: 0.022412793516403115
Customer ID: 1131-SUEKT, Churn Probability: 0.14351333950850564
Customer ID: 3717-OEAUQ, Churn Probability: 0.7685106251877315
Customer ID: 4538-WNTMJ, Churn Probability: 0.07565325044737879
Customer ID: 9432-RUVSL, Churn Probability: 0.17496243531858996
Customer ID: 8060-HIWJJ, Churn Probability: 0.06482735566928408
Customer ID: 7684-XSZIY, Churn Probability: 0.003027609271594296
Customer ID: 9089-UOWJG, Churn Probability: 0.39535895207303495
Customer ID: 8039-ACLPL, Churn Probability: 0.0360975406569785
Customer ID: 9885-AIBVB, Churn Probability: 0.7720951326817466
Customer ID: 1934-MKPXS, Churn Probability: 0.09951191820231967
Customer ID: 2592-YKDIF, Churn Probability: 0.4539933539762551
Customer ID: 2272-JKMSI, Churn Probability: 0.2015682742540835
Customer ID: 8714-CTZJW, Churn Probability: 0.8395602615685811
Customer ID: 3569-EDBPQ, Churn Probability: 0.638125015657124
Customer ID: 3131-NWVFJ, Churn Probability: 0.21511778857048874
Customer ID: 7521-YXVZY, Churn Probability: 0.15154222762651184
Customer ID: 2373-NTKOD, Churn Probability: 0.8410781582988881
Customer ID: 1970-KKFWL, Churn Probability: 0.04394035756779072
Customer ID: 9337-SRRNI, Churn Probability: 0.003976458299750713
Customer ID: 0895-UADGO, Churn Probability: 0.21487958312584826
Customer ID: 5678-VFNEQ, Churn Probability: 0.31996639565535007
Customer ID: 5977-CKHON, Churn Probability: 0.3959624306128697
Customer ID: 2692-BUCFV, Churn Probability: 0.7978065917258406
Customer ID: 1830-GGFNM, Churn Probability: 0.013931415575895556
Customer ID: 5302-BDJNT, Churn Probability: 0.6493168393852092
Customer ID: 5223-UZAVK, Churn Probability: 0.2912980167453264
Customer ID: 4859-ZSRDZ, Churn Probability: 0.09987821769910797
Customer ID: 5651-WYIPH, Churn Probability: 0.5890591501697398
Customer ID: 9350-VLHMB, Churn Probability: 0.2390080857342346
Customer ID: 3498-LZGQZ, Churn Probability: 0.005600455999783316
Customer ID: 8785-CJSHH, Churn Probability: 0.7429436669562897
Customer ID: 3870-SPZSI, Churn Probability: 0.036330456516458214
Customer ID: 7560-QRBXH, Churn Probability: 0.05655973435351996
Customer ID: 7077-XJMET, Churn Probability: 0.7988593292343603
Customer ID: 8752-GHJFU, Churn Probability: 0.21669191532458376
Customer ID: 6896-SRVYQ, Churn Probability: 0.5803633956452965
Customer ID: 4652-ODEVH, Churn Probability: 0.008359163332853832
Customer ID: 6510-UPNKS, Churn Probability: 0.12733000069853254
Customer ID: 6718-BDGHG, Churn Probability: 0.2994074674242827
Customer ID: 9046-DQMTP, Churn Probability: 0.17765706062127024
Customer ID: 6439-LAJXL, Churn Probability: 0.5867128441734025
Customer ID: 9052-VKDUW, Churn Probability: 0.5514373434950942
Customer ID: 1666-JZPZT, Churn Probability: 0.4477609371098955
Customer ID: 5777-KJIRB, Churn Probability: 0.26289791900092674
Customer ID: 7677-SJJJK, Churn Probability: 0.22974058769887007
Customer ID: 2480-EJWYP, Churn Probability: 0.5108662060697959
Customer ID: 3253-HKOKL, Churn Probability: 0.16559214167389405
Customer ID: 7055-HNEOJ, Churn Probability: 0.6982711213079517
Customer ID: 5514-YQENT, Churn Probability: 0.08441644394799633
Customer ID: 3211-AAPKX, Churn Probability: 0.7854281767440052
Customer ID: 8445-DNBAE, Churn Probability: 0.49662523285482035
Customer ID: 2958-NHPPS, Churn Probability: 0.3230286522308497
Customer ID: 6806-YDEUL, Churn Probability: 0.4321274378734771
Customer ID: 1735-XMJVH, Churn Probability: 0.20022226970008247
Customer ID: 6890-PFRQX, Churn Probability: 0.4859541190151167
Customer ID: 0222-CNVPT, Churn Probability: 0.32833139674048123
Customer ID: 5899-OUVKV, Churn Probability: 0.8246913867042259
Customer ID: 8681-ICONS, Churn Probability: 0.0996120089725679
Customer ID: 1621-YNCJH, Churn Probability: 0.20745835124614606
Customer ID: 6362-QHAFM, Churn Probability: 0.635701556063173
Customer ID: 3070-BDOQC, Churn Probability: 0.32072003082379813
Customer ID: 6234-PFPXL, Churn Probability: 0.5642362396131334
Customer ID: 9824-QCJPK, Churn Probability: 0.09937553936908072
Customer ID: 4283-IVYCI, Churn Probability: 0.49224163256201886
Customer ID: 1866-OBPNR, Churn Probability: 0.4464747040379218
Customer ID: 8205-MQUGY, Churn Probability: 0.34235065349356064
Customer ID: 8970-ANWXO, Churn Probability: 0.46406062630702255
Customer ID: 9480-BQJEI, Churn Probability: 0.2653488663196038
Customer ID: 6979-TNDEU, Churn Probability: 0.3861680848727661
Customer ID: 9777-WJJPR, Churn Probability: 0.6624416864522521
Customer ID: 9495-SKLKD, Churn Probability: 0.3623964097774075
Customer ID: 6048-UWKAL, Churn Probability: 0.1411628764113274
Customer ID: 5067-DGXLL, Churn Probability: 0.432652499573403
Customer ID: 6281-FKEWS, Churn Probability: 0.416042643530555
Customer ID: 8898-KASCD, Churn Probability: 0.14071275588461837
Customer ID: 9242-TKFSV, Churn Probability: 0.043329243114801165
Customer ID: 9290-SHCMB, Churn Probability: 0.8994071331866031
Customer ID: 0743-HNPFG, Churn Probability: 0.15193478160120436
Customer ID: 2277-BKJKN, Churn Probability: 0.3203891574562719
Customer ID: 5035-PGZXH, Churn Probability: 0.5635082067030079
Customer ID: 8695-WDYEA, Churn Probability: 0.5657371145366039
Customer ID: 6543-JXSOO, Churn Probability: 0.2548982885019392
Customer ID: 8016-ZMGMO, Churn Probability: 0.22512040592839838
Customer ID: 8605-ITULD, Churn Probability: 0.4508169402226188
Customer ID: 6416-YJTTB, Churn Probability: 0.7026786302995227
Customer ID: 4472-VESGY, Churn Probability: 0.17950629901179102
Customer ID: 3195-TQDZX, Churn Probability: 0.5998346632332661
Customer ID: 3128-YOVTD, Churn Probability: 0.17390923802651465
Customer ID: 1728-CXQBE, Churn Probability: 0.6691446440416511
Customer ID: 7041-TXQJH, Churn Probability: 0.47380685911901815
Customer ID: 5014-GSOUQ, Churn Probability: 0.09031366278162355
Customer ID: 5724-BIDBU, Churn Probability: 0.22552565182724485
Customer ID: 0481-SUMCB, Churn Probability: 0.5894615228945688
Customer ID: 1769-GRUIK, Churn Probability: 0.8095466463845035
Customer ID: 8819-WFGGJ, Churn Probability: 0.07399798981192021
Customer ID: 7427-AUFPY, Churn Probability: 0.016972906897819728
Customer ID: 2811-POVEX, Churn Probability: 0.5173330354732787
Customer ID: 7898-PDWQE, Churn Probability: 0.03161575039527578
Customer ID: 9972-EWRJS, Churn Probability: 0.005196419796371361
Customer ID: 9314-IJWSQ, Churn Probability: 0.6453743508048325
Customer ID: 5799-JRCZO, Churn Probability: 0.003020110077563274
Customer ID: 1921-KYSAY, Churn Probability: 0.3529091378016531
Customer ID: 6198-RTPMF, Churn Probability: 0.8651140520082871
Customer ID: 2924-KHUVI, Churn Probability: 0.5013842418665834
Customer ID: 1925-GMVBW, Churn Probability: 0.3848371745478018
Customer ID: 6184-DYUOB, Churn Probability: 0.564957417824344
Customer ID: 9207-ZPANB, Churn Probability: 0.15533036810435996
Customer ID: 9327-QSDED, Churn Probability: 0.6079822555308287
Customer ID: 1656-DRSMG, Churn Probability: 0.5350328909559867
Customer ID: 3012-VFFMN, Churn Probability: 0.160395081420174
Customer ID: 2984-AFWNC, Churn Probability: 0.8758373918788526
Customer ID: 0640-YJTPY, Churn Probability: 0.0029401527134370426
Customer ID: 8096-LOIST, Churn Probability: 0.7507891815738484
Customer ID: 9764-REAFF, Churn Probability: 0.02020154442927122
Customer ID: 7107-UBYKY, Churn Probability: 0.11573413262329532
Customer ID: 4881-GQJTW, Churn Probability: 0.29557905386729
Customer ID: 7876-DNYAP, Churn Probability: 0.0029014292855712234
Customer ID: 7905-NJMXS, Churn Probability: 0.5720030995363029
Customer ID: 2882-WDTBA, Churn Probability: 0.05056607959493159
Customer ID: 2091-GPPIQ, Churn Probability: 0.1251159325524524
Customer ID: 5071-FBJFS, Churn Probability: 0.3351918869583229
Customer ID: 2796-UUZZO, Churn Probability: 0.15573557424724865
Customer ID: 2429-AYKKO, Churn Probability: 0.00994293642973468
Customer ID: 9798-OPFEM, Churn Probability: 0.05266310122720724
Customer ID: 3794-NFNCH, Churn Probability: 0.5534201248739793
Customer ID: 5193-QLVZB, Churn Probability: 0.24405083619446252
Customer ID: 7114-AEOZE, Churn Probability: 0.01643513916099175
Customer ID: 5522-NYKPB, Churn Probability: 0.40146049603379486
Customer ID: 9957-YODKZ, Churn Probability: 0.8810378125544862
Customer ID: 6518-KZXCB, Churn Probability: 0.06644850589181875
Customer ID: 2245-ADZFJ, Churn Probability: 0.1940269503270319
Customer ID: 7776-QGYJC, Churn Probability: 0.2711858544332808
Customer ID: 9313-QOLTZ, Churn Probability: 0.22739543502710435
Customer ID: 4672-FOTSD, Churn Probability: 0.5546560907006648
Customer ID: 9818-XQCUV, Churn Probability: 0.44330106815828074
Customer ID: 7338-ERIVA, Churn Probability: 0.13207861164321222
Customer ID: 8259-NFJTV, Churn Probability: 0.18752078344426085
Customer ID: 3223-DWFIO, Churn Probability: 0.826582233240503
Customer ID: 6968-GMKPR, Churn Probability: 0.5815680934492743
Customer ID: 4751-ERMAN, Churn Probability: 0.11414016460887501
Customer ID: 1436-ZMJAN, Churn Probability: 0.7907111463667539
Customer ID: 3292-PBZEJ, Churn Probability: 0.862741654378816
Customer ID: 0799-DDIHE, Churn Probability: 0.34245878383932027
Customer ID: 3070-FNFZQ, Churn Probability: 0.020880026642314524
Customer ID: 2812-SFXMJ, Churn Probability: 0.1613946145545006
Customer ID: 5014-WUQMG, Churn Probability: 0.17277085929701444
Customer ID: 5312-TSZVC, Churn Probability: 0.18205771672048393
Customer ID: 0993-OSGPT, Churn Probability: 0.12069602855373451
Customer ID: 7108-DGVUU, Churn Probability: 0.44939561503285885
Customer ID: 2782-JEEBU, Churn Probability: 0.47723250108099013
Customer ID: 5127-BZENZ, Churn Probability: 0.14327178962268977
Customer ID: 2720-FVBQP, Churn Probability: 0.38876822974411257
Customer ID: 9906-NHHVC, Churn Probability: 0.10010543502532718
Customer ID: 4522-XRWWI, Churn Probability: 0.19156966421790506
Customer ID: 3766-EJLFL, Churn Probability: 0.04706523138826575
Customer ID: 5939-SXWHM, Churn Probability: 0.007922549090149887
Customer ID: 8152-UOBNY, Churn Probability: 0.5464113421315832
Customer ID: 7351-KYHQH, Churn Probability: 0.8062164429096709
Customer ID: 7643-RCHXS, Churn Probability: 0.005828392901395732
Customer ID: 8246-SHFGA, Churn Probability: 0.27407433854749236
Customer ID: 0620-XEFWH, Churn Probability: 0.17081716893818127
Customer ID: 6485-QXWWE, Churn Probability: 0.004003149978080034
Customer ID: 7321-VGNKU, Churn Probability: 0.8928023414656969
Customer ID: 5327-CNLUQ, Churn Probability: 0.20347926962084478
Customer ID: 7552-KEYGT, Churn Probability: 0.06715768262151478
Customer ID: 5816-JMLGY, Churn Probability: 0.10116720281628498
Customer ID: 2927-QRRQV, Churn Probability: 0.5692704921722656
Customer ID: 6265-SXWBU, Churn Probability: 0.07202369617254321
Customer ID: 7941-RCJOW, Churn Probability: 0.015534024663694418
Customer ID: 6374-NTQLP, Churn Probability: 0.035071895063454754
Customer ID: 2387-KDZQY, Churn Probability: 0.2174406922552463
Customer ID: 3584-WKTTW, Churn Probability: 0.4824952067087466
Customer ID: 3399-BMLVW, Churn Probability: 0.035914907180765544
Customer ID: 1971-DTCZB, Churn Probability: 0.07079517959398712
Customer ID: 3374-PZLXD, Churn Probability: 0.17603596167084826
Customer ID: 3813-DHBBB, Churn Probability: 0.04044564651533289
Customer ID: 2812-REYAT, Churn Probability: 0.09004369668214333
Customer ID: 6518-PPLMZ, Churn Probability: 0.00834882207056551
Customer ID: 4939-KYYPY, Churn Probability: 0.4681573216734732
Customer ID: 5930-GBIWP, Churn Probability: 0.03827565191752939
Customer ID: 6022-KOUQO, Churn Probability: 0.30118376550488524
Customer ID: 2361-UPSND, Churn Probability: 0.140386435633147
Customer ID: 6035-RIIOM, Churn Probability: 0.2793318461515572
Customer ID: 9504-DSHWM, Churn Probability: 0.34684956591346183
Customer ID: 5035-BVCXS, Churn Probability: 0.7655894441479961
Customer ID: 6267-DCFFZ, Churn Probability: 0.8222471601849956
Customer ID: 3533-UVMOM, Churn Probability: 0.046250516297301696
Customer ID: 2439-LYPMQ, Churn Probability: 0.8389105222145328
Customer ID: 1478-VPOAD, Churn Probability: 0.7445258959733573
Customer ID: 9995-HOTOH, Churn Probability: 0.07741895741829884
Customer ID: 2988-PLAHS, Churn Probability: 0.7430121797400633
Customer ID: 1371-OJCEK, Churn Probability: 0.0595395739532154
Customer ID: 4999-IEZLT, Churn Probability: 0.048347899099142826
Customer ID: 8883-ANODQ, Churn Probability: 0.034329004110074286
Customer ID: 2351-RRBUE, Churn Probability: 0.2637354874077065
Customer ID: 5980-BDHPY, Churn Probability: 0.06456215155822313
Customer ID: 1498-DQNRX, Churn Probability: 0.24448026358226968
Customer ID: 9469-WEJBT, Churn Probability: 0.7482912997076555
Customer ID: 2581-VKIRT, Churn Probability: 0.07396877162722591
Customer ID: 7426-WEIJX, Churn Probability: 0.2036254934976692
Customer ID: 2851-MMUTZ, Churn Probability: 0.4495587469055323
Customer ID: 3307-TLCUD, Churn Probability: 0.4560018635273864
Customer ID: 6625-FLENO, Churn Probability: 0.019794012266214987
Customer ID: 2967-MXRAV, Churn Probability: 0.3074312235690797
Customer ID: 8189-HBVRW, Churn Probability: 0.42625751808891965
Customer ID: 4163-KIUHY, Churn Probability: 0.302214101648281
Customer ID: 3500-NSDOA, Churn Probability: 0.047132725028735285
Customer ID: 1171-TYKUR, Churn Probability: 0.18529512704185389
Customer ID: 3761-FLYZI, Churn Probability: 0.6868933845442043
Customer ID: 1219-NNDDO, Churn Probability: 0.8491459071364235
Customer ID: 8388-DMKAE, Churn Probability: 0.11239273085306561
Customer ID: 4403-BWPAY, Churn Probability: 0.21905666574955435
Customer ID: 9659-QEQSY, Churn Probability: 0.6480231479810801
Customer ID: 5405-ZMYXQ, Churn Probability: 0.7824182182317106
Customer ID: 1442-OKRJE, Churn Probability: 0.11958041366767864
Customer ID: 4737-AQCPU, Churn Probability: 0.02049783762881805
Customer ID: 2808-CHTDM, Churn Probability: 0.020452537443191216
Customer ID: 0793-TWELN, Churn Probability: 0.8091613554657384
Customer ID: 3283-WCWXT, Churn Probability: 0.037167671041257976
Customer ID: 1060-ENTOF, Churn Probability: 0.23160206380187626
Customer ID: 0999-QXNSA, Churn Probability: 0.3760295198303989
Customer ID: 5451-MHQOF, Churn Probability: 0.07006220961695916
Customer ID: 4836-WNFNO, Churn Probability: 0.01128818455765214
Customer ID: 9225-BZLNZ, Churn Probability: 0.11217173827629112
Customer ID: 0354-VXMJC, Churn Probability: 0.016914120542791438
Customer ID: 4422-QVIJA, Churn Probability: 0.13479859634231797
Customer ID: 9365-SRSZE, Churn Probability: 0.8012950593026654
Customer ID: 8332-OSJDW, Churn Probability: 0.22592419181151538
Customer ID: 4735-BJKOU, Churn Probability: 0.034286068047993334
Customer ID: 0274-JKUJR, Churn Probability: 0.3103273273193857
Customer ID: 5740-YHGTW, Churn Probability: 0.1329771420684196
Customer ID: 8917-SZTTJ, Churn Probability: 0.0039404484832800705
Customer ID: 1696-MZVAU, Churn Probability: 0.2403923606877372
Customer ID: 7359-WWYJV, Churn Probability: 0.09578548072394694
Customer ID: 4906-ZHGPK, Churn Probability: 0.2712791508424719
Customer ID: 3795-GWTRD, Churn Probability: 0.03626766094770528
Customer ID: 1298-PHBTI, Churn Probability: 0.03805105434816163
Customer ID: 6223-DHJGV, Churn Probability: 0.0988857472743703
Customer ID: 6961-MJKBO, Churn Probability: 0.026326834083542278
Customer ID: 8158-WPEZG, Churn Probability: 0.6508125881790993
Customer ID: 4918-FYJNT, Churn Probability: 0.5048014612952333
Customer ID: 0727-BNRLG, Churn Probability: 0.11207913852345501
Customer ID: 4854-CIDCF, Churn Probability: 0.8326252092431632
Customer ID: 3280-MRDOF, Churn Probability: 0.16906198359104382
Customer ID: 6435-SRWBJ, Churn Probability: 0.8225973029251342
Customer ID: 9964-WBQDJ, Churn Probability: 0.0162773841712979
Customer ID: 6303-KFWSL, Churn Probability: 0.41198613775402804
Customer ID: 1702-CCFNJ, Churn Probability: 0.24649139686564955
Customer ID: 8932-CZHRQ, Churn Probability: 0.08086804833672107
Customer ID: 0386-CWRGM, Churn Probability: 0.008145480353463557
Customer ID: 5515-RUGKN, Churn Probability: 0.7220271904120253
Customer ID: 0404-AHASP, Churn Probability: 0.010087770628180885
Customer ID: 7279-NMVJC, Churn Probability: 0.17479913878238937
Customer ID: 2081-VEYEH, Churn Probability: 0.8756674981423458
Customer ID: 6407-UTSLV, Churn Probability: 0.8608558471823882
Customer ID: 9060-HJJRW, Churn Probability: 0.2528955780245571
Customer ID: 2587-YNLES, Churn Probability: 0.038023459480503376
Customer ID: 7398-SKNQZ, Churn Probability: 0.9026594651336874
Customer ID: 5935-FCCNB, Churn Probability: 0.8911232809544793
Customer ID: 1958-RNRKS, Churn Probability: 0.5567858982938788
Customer ID: 5136-RGMZO, Churn Probability: 0.5751233079489897
Customer ID: 8345-MVDYC, Churn Probability: 0.08633522420242531
Customer ID: 8226-BXGES, Churn Probability: 0.17326912448840875
Customer ID: 9705-IOVQQ, Churn Probability: 0.18395398405444482
Customer ID: 1015-OWJKI, Churn Probability: 0.4441187992934333
Customer ID: 2040-XBAVJ, Churn Probability: 0.028070807387159724
Customer ID: 8887-IPQNC, Churn Probability: 0.74114976593513
Customer ID: 8646-JCOMS, Churn Probability: 0.2583054008647303
Customer ID: 1222-KJNZD, Churn Probability: 0.06760260950380284
Customer ID: 0106-GHRQR, Churn Probability: 0.6910909679798842
Customer ID: 3768-VHXQO, Churn Probability: 0.012897784717431408
Customer ID: 8952-WCVCD, Churn Probability: 0.5039565711491024
Customer ID: 2418-TPEUN, Churn Probability: 0.006840510126737021
Customer ID: 3963-RYFNS, Churn Probability: 0.1254792325790878
Customer ID: 8540-ZQGEA, Churn Probability: 0.021286798854586033
Customer ID: 1320-REHCS, Churn Probability: 0.7123765895631623
Customer ID: 4137-JOPHL, Churn Probability: 0.2050502062393807
Customer ID: 7801-CEDNV, Churn Probability: 0.21047890522761034
Customer ID: 2057-BOYKM, Churn Probability: 0.08405712191725367
Customer ID: 3658-QQJYD, Churn Probability: 0.15631236173719656
Customer ID: 1803-BGNBD, Churn Probability: 0.6606522675067458
Customer ID: 0134-XWXCE, Churn Probability: 0.2618192333342645
Customer ID: 6950-TWMYB, Churn Probability: 0.041900524267721194
Customer ID: 5848-FHRFC, Churn Probability: 0.012126132105632802
Customer ID: 2243-FNMMI, Churn Probability: 0.2739850594260268
Customer ID: 2511-MORQY, Churn Probability: 0.18019962811465662
Customer ID: 5356-KZCKT, Churn Probability: 0.022032850199824146
Customer ID: 9470-XCCEM, Churn Probability: 0.40176871711184414
Customer ID: 6519-CFDBX, Churn Probability: 0.8013576473120011
Customer ID: 3902-MIVLE, Churn Probability: 0.04469789863649914
Customer ID: 0409-WTMPL, Churn Probability: 0.38900410122622764
Customer ID: 8763-KIAFH, Churn Probability: 0.18971712619111777
Customer ID: 3669-WHAFY, Churn Probability: 0.13315504947111065
Customer ID: 3055-VTCGS, Churn Probability: 0.12280394157529503
Customer ID: 3144-KMTWZ, Churn Probability: 0.5306286010568568
Customer ID: 2007-QVGAW, Churn Probability: 0.0049292291847436165
Customer ID: 5207-PLSTK, Churn Probability: 0.3475809698398662
Customer ID: 2307-FYNNL, Churn Probability: 0.20232533697759186
Customer ID: 5605-XNWEN, Churn Probability: 0.019142313242866218
Customer ID: 2155-AMQRX, Churn Probability: 0.43832164812824753
Customer ID: 6181-AXXYF, Churn Probability: 0.0026693900994252204
Customer ID: 5091-HFAZW, Churn Probability: 0.8353367592310914
Customer ID: 2519-LBNQL, Churn Probability: 0.5912096333454305
Customer ID: 8623-ULFNQ, Churn Probability: 0.661138985738485
Customer ID: 1568-LJSZU, Churn Probability: 0.06840156939988501
Customer ID: 7789-HKSBS, Churn Probability: 0.5545517141471848
Customer ID: 7416-CKTEP, Churn Probability: 0.03093977151326233
Customer ID: 2586-CWXVV, Churn Probability: 0.2920895575612985
Customer ID: 2348-KCJLT, Churn Probability: 0.1936365026693984
Customer ID: 8401-EMUWF, Churn Probability: 0.1560843866172694
Customer ID: 4193-IBKSW, Churn Probability: 0.003098754957306529
Customer ID: 5377-NDTOU, Churn Probability: 0.0497193238057828
Customer ID: 2474-LCNUE, Churn Probability: 0.6580712049880183
Customer ID: 0839-QNXME, Churn Probability: 0.04445146809190038
Customer ID: 3506-OVLKD, Churn Probability: 0.09545224562878048
Customer ID: 6650-VJONK, Churn Probability: 0.7475330338314508
Customer ID: 2178-PMGCJ, Churn Probability: 0.7168927720433446
Customer ID: 7492-TAFJD, Churn Probability: 0.18254418465938232
Customer ID: 2773-MADBQ, Churn Probability: 0.09130338816468542
Customer ID: 6016-LVTJQ, Churn Probability: 0.06146927887775061
Customer ID: 7860-KSUGX, Churn Probability: 0.02620585269062812
Customer ID: 8966-KZXXA, Churn Probability: 0.010642214717084483
Customer ID: 5149-QYTTU, Churn Probability: 0.04036522572472708
Customer ID: 2070-XYMFH, Churn Probability: 0.7387860410011953
Customer ID: 2085-BOJKI, Churn Probability: 0.7469287848438266
Customer ID: 0817-HSUSE, Churn Probability: 0.8258247576938967
Customer ID: 5442-PPTJY, Churn Probability: 0.02931402063233015
Customer ID: 1927-QEWMY, Churn Probability: 0.010569780680854242
Customer ID: 1663-MHLHE, Churn Probability: 0.4428096835275214
Customer ID: 5663-QBGIS, Churn Probability: 0.1791634712219227
